reference,customer_name,status
TV-23081,Silverline Apparel,failed
TV-23082,Kingsway Wholesale,created
TV-23083,Coastal Apparel Group,created
TV-23084,Golden Distribution,in_transit
TV-23085,Summit Pharma Co,in_transit
TV-23086,Fairwind Trading Holdings,in_transit
TV-23087,Lakeside Freight Pty Ltd,created
TV-23088,Golden Retail,created
TV-23089,Blackwood Grocers Holdings,created
TV-23090,Eastlink Apparel Group,delivered
TV-23091,Westgate Apparel,created
TV-23092,Westgate Trading,in_transit
TV-23093,Riverside Packaging,delivered
TV-23094,Lakeside Components Co,in_transit
TV-23095,Coastal Textiles,in_transit
TV-23096,Fairwind Freight,picked_up
TV-23097,Northern Distribution Co,delivered
TV-23098,Stonebridge Grocers Co,delivered
TV-23099,Lakeside Hardware Group,created
TV-23100,Parkview Distribution Holdings,delivered
TV-23101,Kingsway Hardware Pty Ltd,failed
TV-23102,Eastlink Chemicals Group,in_transit
TV-23103,Ironbark Hardware Pty Ltd,created
TV-23104,Ironbark Electronics,picked_up
TV-23105,Highfield Packaging,delivered
TV-23106,Highfield Freight,delivered
TV-23107,Kingsway Pharma,failed
TV-23108,Silverline Motors,picked_up
TV-23109,Highfield Apparel Group,picked_up
TV-23110,Westgate Electronics Co,in_transit
TV-23111,Stonebridge Wholesale Pty Ltd,delivered
TV-23112,Blackwood Packaging,in_transit
TV-23113,Westgate Logistics,in_transit
TV-23114,Stonebridge Retail,created
TV-23115,Stonebridge Motors Co,in_transit
TV-23116,Harbour Motors,delivered
TV-23117,Highfield Foods Group,in_transit
TV-23118,Summit Textiles,in_transit
TV-23119,Ironbark Chemicals,in_transit
TV-23120,Riverside Beverages,delivered
TV-23121,Ironbark Packaging Pty Ltd,created
TV-23122,Baywater Pharma,in_transit
TV-23123,Baywater Hardware Group,delivered
TV-23124,Riverside Packaging Group,delivered
TV-23125,Kingsway Industrial Group,picked_up
TV-23126,Golden Industrial,delivered
TV-23127,Westgate Beverages,in_transit
TV-23128,Coastal Logistics Group,in_transit
TV-23129,Northern Hardware,delivered
TV-23130,Westgate Supplies Group,delivered
TV-23131,Blackwood Motors Group,delivered
TV-23132,Northern Beverages Pty Ltd,delivered
TV-23133,Northern Apparel,in_transit
TV-23134,Parkview Logistics,in_transit
TV-23135,Harbour Distribution,delivered
TV-23136,Lakeside Retail,delivered
TV-23137,Lakeside Pharma,created
TV-23138,Riverside Retail Holdings,delivered
TV-23139,Lakeside Electronics,failed
TV-23140,Lakeside Distribution,delivered
TV-23141,Ironbark Pharma Group,delivered
TV-23142,Silverline Chemicals Pty Ltd,in_transit
TV-23143,Parkview Trading Pty Ltd,picked_up
TV-23144,Redgum Packaging Group,delivered
TV-23145,Ironbark Chemicals,in_transit
TV-23146,Sunrise Electronics Holdings,created
TV-23147,Redgum Distribution,delivered
TV-23148,Northern Distribution Pty Ltd,delivered
TV-23149,Highfield Retail,in_transit
TV-23150,Westgate Packaging,created
TV-23151,Lakeside Pharma Pty Ltd,created
TV-23152,Ironbark Beverages Holdings,failed
TV-23153,Coastal Foods Holdings,delivered
TV-23154,Coastal Wholesale,in_transit
TV-23155,Baywater Motors,in_transit
TV-23156,Redgum Distribution,failed
TV-23157,Silverline Pharma,created
TV-23158,Silverline Distribution Co,failed
TV-23159,Kingsway Grocers Group,delivered
TV-23160,Riverside Beverages,delivered
TV-23161,Summit Motors,picked_up
TV-23162,Northern Trading,delivered
TV-23163,Highfield Textiles Holdings,picked_up
TV-23164,Northern Industrial,failed
TV-23165,Baywater Supplies Holdings,created
TV-23166,Coastal Pharma,delivered
TV-23167,Eastlink Logistics,delivered
TV-23168,Eastlink Pharma Pty Ltd,picked_up
TV-23169,Highfield Distribution,delivered
TV-23170,Redgum Chemicals,in_transit
TV-23171,Baywater Grocers,delivered
TV-23172,Eastlink Distribution Co,created
TV-23173,Kingsway Electronics,created
TV-23174,Highfield Chemicals,in_transit
TV-23175,Westgate Textiles Group,created
TV-23176,Coastal Supplies,picked_up
TV-23177,Golden Apparel Holdings,in_transit
TV-23178,Westgate Apparel,delivered
TV-23179,Sunrise Chemicals Group,picked_up
TV-23180,Northern Chemicals Group,delivered
TV-23181,Stonebridge Grocers,picked_up
TV-23182,Highfield Components,created
TV-23183,Blackwood Electronics Group,delivered
TV-23184,Sunrise Apparel Pty Ltd,delivered
TV-23185,Westgate Grocers,picked_up
TV-23186,Silverline Packaging,picked_up
TV-23187,Lakeside Packaging Holdings,in_transit
TV-23188,Lakeside Industrial Holdings,delivered
TV-23189,Northern Textiles,created
TV-23190,Riverside Trading,delivered
TV-23191,Kingsway Pharma,in_transit
TV-23192,Highfield Beverages Pty Ltd,picked_up
TV-23193,Redgum Foods Group,created
TV-23194,Redgum Motors Co,picked_up
TV-23195,Coastal Freight,picked_up
TV-23196,Redgum Chemicals,in_transit
TV-23197,Blackwood Chemicals,picked_up
TV-23198,Westgate Grocers Pty Ltd,delivered
TV-23199,Northern Foods,picked_up
TV-23200,Westgate Chemicals,picked_up
TV-23201,Ironbark Industrial,created
TV-23202,Stonebridge Chemicals,delivered
TV-23203,Coastal Wholesale,picked_up
TV-23204,Redgum Components,created
TV-23205,Lakeside Textiles Pty Ltd,picked_up
TV-23206,Summit Apparel,delivered
TV-23207,Northern Electronics Pty Ltd,in_transit
TV-23208,Coastal Apparel Group,picked_up
TV-23209,Fairwind Foods Group,delivered
TV-23210,Eastlink Supplies,delivered
TV-23211,Riverside Electronics Pty Ltd,in_transit
TV-23212,Eastlink Textiles,created
TV-23213,Parkview Chemicals,created
TV-23214,Sunrise Packaging,in_transit
TV-23215,Ironbark Foods,created
TV-23216,Coastal Distribution Pty Ltd,failed
TV-23217,Summit Industrial,in_transit
TV-23218,Silverline Chemicals Holdings,picked_up
TV-23219,Golden Grocers,delivered
TV-23220,Ironbark Trading Pty Ltd,created
TV-23221,Golden Logistics Pty Ltd,delivered
TV-23222,Eastlink Packaging Co,picked_up
TV-23223,Northern Textiles Co,delivered
TV-23224,Westgate Apparel,created
TV-23225,Eastlink Chemicals,in_transit
TV-23226,Ironbark Components Holdings,failed
TV-23227,Riverside Supplies Holdings,created
TV-23228,Harbour Foods Pty Ltd,delivered
TV-23229,Summit Components,in_transit
TV-23230,Stonebridge Trading,created
TV-23231,Redgum Foods,in_transit
TV-23232,Silverline Hardware,picked_up
TV-23233,Lakeside Trading,in_transit
TV-23234,Baywater Components,delivered
TV-23235,Lakeside Packaging,delivered
TV-23236,Baywater Hardware,in_transit
TV-23237,Ironbark Apparel Holdings,in_transit
TV-23238,Golden Freight,in_transit
TV-23239,Ironbark Textiles Group,in_transit
TV-23240,Lakeside Supplies,in_transit
TV-23241,Kingsway Foods Group,created
TV-23242,Summit Wholesale Group,delivered
TV-23243,Stonebridge Chemicals Co,picked_up
TV-23244,Highfield Hardware Pty Ltd,created
TV-23245,Baywater Grocers,created
TV-23246,Westgate Electronics Pty Ltd,in_transit
TV-23247,Redgum Components,delivered
TV-23248,Riverside Pharma Group,created
TV-23249,Northern Grocers Group,in_transit
TV-23250,Golden Beverages Co,in_transit
TV-23251,Ironbark Electronics,delivered
TV-23252,Baywater Packaging,failed
TV-23253,Riverside Beverages Group,picked_up
TV-23254,Westgate Logistics,picked_up
TV-23255,Riverside Packaging,picked_up
TV-23256,Redgum Apparel Pty Ltd,delivered
TV-23257,Summit Wholesale Co,delivered
TV-23258,Northern Logistics,created
TV-23259,Northern Logistics Holdings,created
TV-23260,Lakeside Components Holdings,delivered
TV-23261,Fairwind Freight Co,in_transit
TV-23262,Blackwood Pharma Pty Ltd,in_transit
TV-23263,Eastlink Pharma Pty Ltd,delivered
TV-23264,Parkview Grocers,delivered
TV-23265,Coastal Pharma Holdings,delivered
TV-23266,Coastal Apparel,in_transit
TV-23267,Eastlink Textiles,delivered
TV-23268,Highfield Trading,delivered
TV-23269,Coastal Retail Pty Ltd,in_transit
TV-23270,Lakeside Electronics Co,in_transit
TV-23271,Blackwood Distribution,failed
TV-23272,Eastlink Hardware Holdings,picked_up
TV-23273,Riverside Grocers Holdings,in_transit
TV-23274,Riverside Motors Holdings,delivered
TV-23275,Summit Wholesale Group,created
TV-23276,Parkview Apparel,created
TV-23277,Riverside Supplies,delivered
TV-23278,Northern Beverages Group,delivered
TV-23279,Eastlink Apparel Pty Ltd,in_transit
TV-23280,Harbour Supplies,created
TV-23281,Fairwind Apparel,created
TV-23282,Golden Textiles,delivered
TV-23283,Lakeside Logistics,in_transit
TV-23284,Coastal Retail,delivered
TV-23285,Silverline Motors Holdings,delivered
TV-23286,Baywater Pharma,picked_up
TV-23287,Westgate Components,delivered
TV-23288,Eastlink Packaging,delivered
TV-23289,Redgum Freight,created
TV-23290,Fairwind Hardware,delivered
TV-23291,Summit Distribution Co,in_transit
TV-23292,Coastal Trading Pty Ltd,in_transit
TV-23293,Lakeside Chemicals Holdings,in_transit
TV-23294,Baywater Logistics Co,in_transit
TV-23295,Riverside Chemicals,delivered
TV-23296,Kingsway Supplies Holdings,in_transit
TV-23297,Silverline Electronics Group,delivered
TV-23298,Riverside Distribution Group,delivered
TV-23299,Redgum Foods Holdings,picked_up
TV-23300,Fairwind Apparel,in_transit
TV-23301,Northern Trading,picked_up
TV-23302,Blackwood Textiles Co,in_transit
TV-23303,Eastlink Hardware Holdings,in_transit
TV-23304,Harbour Logistics,picked_up
TV-23305,Fairwind Textiles Pty Ltd,in_transit
TV-23306,Coastal Apparel,delivered
TV-23307,Harbour Industrial Holdings,delivered
TV-23308,Coastal Industrial Group,in_transit
TV-23309,Kingsway Packaging Co,in_transit
TV-23310,Westgate Supplies,picked_up
TV-23311,Sunrise Motors Group,delivered
TV-23312,Redgum Distribution Pty Ltd,delivered
TV-23313,Silverline Trading Co,delivered
TV-23314,Silverline Apparel,in_transit
TV-23315,Ironbark Beverages Pty Ltd,picked_up
TV-23316,Parkview Motors Co,delivered
TV-23317,Harbour Electronics,picked_up
TV-23318,Redgum Beverages,in_transit
TV-23319,Highfield Trading,delivered
TV-23320,Stonebridge Textiles,in_transit
TV-23321,Summit Freight,in_transit
TV-23322,Harbour Logistics Group,created
TV-23323,Fairwind Apparel,in_transit
TV-23324,Ironbark Components Holdings,delivered
TV-23325,Kingsway Beverages,in_transit
TV-23326,Coastal Grocers,created
TV-23327,Redgum Textiles,delivered
TV-23328,Highfield Supplies Co,delivered
TV-23329,Sunrise Grocers Holdings,picked_up
TV-23330,Lakeside Logistics,created
TV-23331,Harbour Motors Pty Ltd,failed
TV-23332,Parkview Apparel Holdings,in_transit
TV-23333,Harbour Freight,picked_up
TV-23334,Riverside Logistics,picked_up
TV-23335,Lakeside Retail,failed
TV-23336,Eastlink Pharma,delivered
TV-23337,Sunrise Freight Pty Ltd,delivered
TV-23338,Kingsway Foods Co,in_transit
TV-23339,Fairwind Electronics,delivered
TV-23340,Westgate Distribution Holdings,picked_up
TV-23341,Ironbark Electronics Co,failed
TV-23342,Stonebridge Hardware,in_transit
TV-23343,Ironbark Pharma Pty Ltd,in_transit
TV-23344,Ironbark Apparel,delivered
TV-23345,Blackwood Chemicals Co,in_transit
TV-23346,Harbour Freight,delivered
TV-23347,Redgum Retail Group,delivered
TV-23348,Highfield Wholesale Pty Ltd,in_transit
TV-23349,Sunrise Components,in_transit
TV-23350,Harbour Packaging,delivered
TV-23351,Highfield Pharma,created
TV-23352,Riverside Chemicals Group,failed
TV-23353,Stonebridge Pharma,created
TV-23354,Lakeside Supplies Holdings,failed
TV-23355,Redgum Freight,delivered
TV-23356,Fairwind Industrial,delivered
TV-23357,Fairwind Components Holdings,delivered
TV-23358,Fairwind Apparel Pty Ltd,in_transit
TV-23359,Stonebridge Distribution Co,created
TV-23360,Riverside Textiles Pty Ltd,failed
TV-23361,Fairwind Distribution,failed
TV-23362,Stonebridge Wholesale Co,delivered
TV-23363,Baywater Industrial Group,created
TV-23364,Golden Trading Group,created
TV-23365,Summit Packaging,picked_up
TV-23366,Westgate Beverages,picked_up
TV-23367,Ironbark Distribution,picked_up
TV-23368,Blackwood Logistics,in_transit
TV-23369,Blackwood Distribution,created
TV-23370,Coastal Hardware Holdings,in_transit
TV-23371,Fairwind Grocers,delivered
TV-23372,Golden Foods,picked_up
TV-23373,Lakeside Beverages,delivered
TV-23374,Golden Industrial Pty Ltd,delivered
TV-23375,Westgate Electronics Group,in_transit
TV-23376,Parkview Industrial,created
TV-23377,Stonebridge Logistics,delivered
TV-23378,Coastal Pharma Co,in_transit
TV-23379,Blackwood Textiles Co,delivered
TV-23380,Summit Distribution,created
TV-23381,Baywater Grocers,failed
TV-23382,Redgum Textiles,delivered
TV-23383,Silverline Grocers,created
TV-23384,Blackwood Apparel,picked_up
TV-23385,Coastal Hardware,delivered
TV-23386,Riverside Components,created
TV-23387,Summit Electronics Holdings,created
TV-23388,Harbour Foods,delivered
TV-23389,Riverside Trading,delivered
TV-23390,Lakeside Foods Holdings,delivered
TV-23391,Stonebridge Components Co,failed
TV-23392,Silverline Apparel,in_transit
TV-23393,Lakeside Grocers,in_transit
TV-23394,Highfield Freight Pty Ltd,delivered
TV-23395,Lakeside Grocers,picked_up
TV-23396,Harbour Distribution,in_transit
TV-23397,Sunrise Wholesale Pty Ltd,picked_up
TV-23398,Sunrise Foods Co,in_transit
TV-23399,Kingsway Retail,in_transit
TV-23400,Eastlink Apparel Holdings,delivered
TV-23401,Stonebridge Components,created
TV-23402,Westgate Logistics,picked_up
TV-23403,Northern Pharma,delivered
TV-23404,Sunrise Pharma Co,failed
TV-23405,Eastlink Foods Co,delivered
TV-23406,Stonebridge Apparel Co,delivered
TV-23407,Summit Retail Pty Ltd,delivered
TV-23408,Sunrise Packaging Co,in_transit
TV-23409,Northern Apparel,in_transit
TV-23410,Silverline Electronics,picked_up
TV-23411,Eastlink Distribution Pty Ltd,picked_up
TV-23412,Eastlink Industrial,delivered
TV-23413,Eastlink Electronics Co,in_transit
TV-23414,Harbour Trading Holdings,in_transit
TV-23415,Highfield Electronics,delivered
TV-23416,Parkview Packaging,created
TV-23417,Northern Distribution Holdings,delivered
TV-23418,Coastal Trading,picked_up
TV-23419,Kingsway Logistics Pty Ltd,in_transit
TV-23420,Golden Freight Holdings,delivered
TV-23421,Northern Trading,in_transit
TV-23422,Summit Trading Pty Ltd,created
TV-23423,Summit Pharma Pty Ltd,delivered
TV-23424,Highfield Hardware Group,created
TV-23425,Redgum Pharma Co,delivered
TV-23426,Golden Logistics,in_transit
TV-23427,Parkview Logistics,delivered
TV-23428,Redgum Industrial,picked_up
TV-23429,Parkview Industrial Group,picked_up
TV-23430,Fairwind Packaging,in_transit
TV-23431,Blackwood Distribution,delivered
TV-23432,Redgum Electronics Holdings,delivered
TV-23433,Kingsway Foods Co,in_transit
TV-23434,Northern Trading,created
TV-23435,Ironbark Beverages Group,picked_up
TV-23436,Golden Grocers,in_transit
TV-23437,Kingsway Trading Holdings,created
TV-23438,Golden Components Group,in_transit
TV-23439,Eastlink Logistics Holdings,in_transit
TV-23440,Ironbark Packaging Group,delivered
TV-23441,Blackwood Trading,in_transit
TV-23442,Fairwind Electronics Co,in_transit
TV-23443,Blackwood Supplies,created
TV-23444,Fairwind Supplies,in_transit
TV-23445,Harbour Chemicals,in_transit
TV-23446,Westgate Logistics,delivered
TV-23447,Lakeside Wholesale Holdings,picked_up
TV-23448,Kingsway Retail Group,in_transit
TV-23449,Golden Pharma,delivered
TV-23450,Sunrise Distribution Pty Ltd,failed
TV-23451,Golden Hardware,in_transit
TV-23452,Redgum Hardware,in_transit
TV-23453,Fairwind Motors Holdings,delivered
TV-23454,Golden Industrial,failed
TV-23455,Highfield Motors Holdings,created
TV-23456,Blackwood Grocers Pty Ltd,in_transit
TV-23457,Lakeside Distribution Pty Ltd,in_transit
TV-23458,Coastal Distribution,in_transit
TV-23459,Lakeside Motors Pty Ltd,picked_up
TV-23460,Blackwood Grocers,picked_up
TV-23461,Summit Textiles Group,created
TV-23462,Northern Trading,in_transit
TV-23463,Lakeside Beverages Group,created
TV-23464,Northern Motors Co,in_transit
TV-23465,Kingsway Packaging Holdings,picked_up
TV-23466,Eastlink Apparel Pty Ltd,failed
TV-23467,Summit Logistics Group,in_transit
TV-23468,Ironbark Chemicals Holdings,in_transit
TV-23469,Riverside Supplies,picked_up
TV-23470,Kingsway Packaging Holdings,delivered
TV-23471,Baywater Motors Pty Ltd,created
TV-23472,Eastlink Wholesale Holdings,created
TV-23473,Golden Wholesale,delivered
TV-23474,Eastlink Supplies,in_transit
TV-23475,Sunrise Beverages Co,in_transit
TV-23476,Redgum Chemicals,created
TV-23477,Baywater Pharma Holdings,in_transit
TV-23478,Parkview Supplies Pty Ltd,delivered
TV-23479,Parkview Electronics,in_transit
TV-23480,Parkview Industrial,delivered
TV-23481,Riverside Distribution Co,created
TV-23482,Sunrise Industrial,in_transit
TV-23483,Parkview Components Co,in_transit
TV-23484,Northern Components Pty Ltd,delivered
TV-23485,Eastlink Trading Group,picked_up
TV-23486,Stonebridge Foods,delivered
TV-23487,Northern Beverages Co,delivered
TV-23488,Stonebridge Freight Co,picked_up
TV-23489,Kingsway Pharma,delivered
TV-23490,Stonebridge Pharma Group,delivered
TV-23491,Harbour Supplies Holdings,picked_up
TV-23492,Parkview Foods Group,delivered
TV-23493,Westgate Logistics Holdings,in_transit
TV-23494,Kingsway Packaging Group,delivered
TV-23495,Harbour Beverages Pty Ltd,in_transit
TV-23496,Golden Freight,in_transit
TV-23497,Northern Packaging,delivered
TV-23498,Ironbark Pharma Holdings,delivered
TV-23499,Riverside Distribution Pty Ltd,delivered
TV-23500,Harbour Supplies Pty Ltd,in_transit
TV-23501,Golden Distribution Co,delivered
TV-23502,Fairwind Freight,picked_up
TV-23503,Fairwind Trading,created
TV-23504,Stonebridge Hardware Pty Ltd,delivered
TV-23505,Eastlink Supplies,in_transit
TV-23506,Coastal Distribution Co,delivered
TV-23507,Parkview Hardware,picked_up
TV-23508,Baywater Distribution,created
TV-23509,Baywater Logistics Co,created
TV-23510,Redgum Hardware Holdings,in_transit
TV-23511,Westgate Industrial,failed
TV-23512,Fairwind Apparel,in_transit
TV-23513,Summit Grocers Group,created
TV-23514,Parkview Motors,in_transit
TV-23515,Kingsway Hardware Group,picked_up
TV-23516,Sunrise Chemicals Group,in_transit
TV-23517,Fairwind Components Co,picked_up
TV-23518,Highfield Freight,picked_up
TV-23519,Northern Trading,delivered
TV-23520,Northern Beverages,created
TV-23521,Stonebridge Packaging Pty Ltd,in_transit
TV-23522,Westgate Chemicals Holdings,in_transit
TV-23523,Baywater Wholesale,created
TV-23524,Baywater Chemicals Pty Ltd,delivered
TV-23525,Parkview Hardware Pty Ltd,created
TV-23526,Eastlink Pharma,delivered
TV-23527,Summit Hardware,created
TV-23528,Westgate Textiles Group,in_transit
TV-23529,Westgate Textiles Holdings,created
